22D70BF00EEB0ADC83BA8177BB861991,3FF2709163DE7036FCAA4E5A3324E4BF,2013-01-01 00:02:00,2013-01-01 00:02:00,0,0,139.706348,35.576938,139.76401,35.6651362,CSH,27,0,0.5,0,0,27.5
0EC22AAF491A8BD91F279350C2B010FD,778C92B26AE78A9EBDF96B49C67E4007,2013-01-01 00:01:00,2013-01-01 00:03:00,120,0.71,139.7367763,35.68791124,139.772053,35.667953,CSH,4,0.5,0.5,0,0,5
1390FB380189DF6BBFDA4DC847CAD14F,BE317B986700F63C43438482792C8654,2013-01-01 00:01:00,2013-01-01 00:03:00,120,0.48,139.7076514,35.62141404,139.7728602,35.67257921,CSH,4,0.5,0.5,0,0,5
3B4129883A1D05BE89F2C929DE136281,7077F9FD5AD649AEACA4746B2537E3FA,2013-01-01 00:01:00,2013-01-01 00:03:00,120,0.61,139.797846,35.718984,139.7292014,35.66039388,CRD,4,0.5,0.5,0,0,5
5FAA7F69213D26A42FA435CA9511A4FF,00B7691D86D96AEBD21DD9E138F90840,2013-01-01 00:02:00,2013-01-01 00:03:00,60,0,139.8226786,35.6673292,139.6791593,35.74963374,CRD,2.5,0.5,0.5,0.25,0,3.75
DFBFA82ECA8F7059B89C3E8B93DAA377,CF8604E72D83840FBA1978C2D2FC9CDB,2013-01-01 00:02:00,2013-01-01 00:03:00,60,0.39,139.616243,35.643779,139.69745,35.57874,CRD,3,0.5,0.5,0.7,0,4.7
1E5F4C1CAE7AB3D06ABBDDD4D9DE7FA6,E0B2F618053518F24790C7FD0264E302,2013-01-01 00:03:00,2013-01-01 00:04:00,60,0,139.70919,35.711005,139.789677,35.776811,CSH,2.5,0.5,0.5,0,0,3.5
5F78CC6D4ECD0541B765FECE17075B6F,B7567F5BFD558C665D23B18451FE1FD1,2013-01-01 00:00:00,2013-01-01 00:04:00,240,1.21,139.6653197,35.70862526,139.6171756,35.68810764,CRD,6,0.5,0.5,1.3,0,8.3
468244D1361B8A3EB8D206CC394BC9E9,BB899DFEA9CC964B50C540A1D685CCFB,2013-01-01 00:00:00,2013-01-01 00:04:00,240,1.71,139.757993,35.692478,139.7802743,35.6883153,CSH,6.5,0.5,0.5,0,0,7.5
6BA29E9A69B10F218C1509BEDD7410C2,ED368552102F12EA252C63782F12CD4C,2013-01-01 00:01:00,2013-01-01 00:04:00,180,0.74,139.6366265,35.74107747,139.8178268,35.8074068,CRD,4.5,0.5,0.5,0,0,5.5
